date,close,color,ema5,ema10,ema15,ema20,bbu,bbm,bbl,mom5,mom10,macd,macdsignal,macdhist,rsi
11/21/2019,1467.1,0,1472.680586,1474.934934,1478.036218,1480.920355,1479.492957,1471.480367,1463.467777,-9.8,-2.8,-7.622293093,-7.233902408,-0.388390685,41.57487251
11/22/2019,1467.3,1,1470.887058,1473.546764,1476.694191,1479.623178,1480.932594,1471.284879,1461.637164,-4.7,0.9,-7.764950489,-7.340112024,-0.424838465,41.68982839
11/25/2019,1460.5,0,1467.424705,1471.174625,1474.669917,1477.801923,1482.993857,1469.636252,1456.278647,-14.9,-0.1,-8.330679782,-7.538225576,-0.792454206,38.88818533
11/26/2019,1464.4,1,1466.41647,1469.942875,1473.386177,1476.52555,1478.980563,1467.712484,1456.444405,-13.4,7.2,-8.36786735,-7.704153931,-0.66371342,41.32367332
11/27/2019,1460.8,0,1464.544313,1468.280534,1471.812905,1475.027878,1471.510994,1465.635758,1459.760522,-16.7,-6,-8.588822085,-7.881087562,-0.707734524,39.74893329
11/28/2019,1472.7,0,1467.262876,1469.084073,1471.923792,1474.806176,1474.173329,1465.107701,1456.042074,5.6,-4.2,-7.714768706,-7.84782379,0.133055085,46.94602474
11/29/2019,1472.7,1,1469.07525,1469.741515,1472.020818,1474.605587,1476.825528,1465.893447,1454.961366,5.4,0.7,-6.942051457,-7.666669324,0.724617867,46.94602474
12/2/2019,1469.2,0,1469.116834,1469.643057,1471.668216,1474.09077,1476.339256,1466.940873,1457.54249,8.7,-6.2,-6.536736787,-7.440682816,0.903946029,45.10806121
12/3/2019,1484.4,1,1474.211222,1472.326138,1473.259689,1475.072601,1484.802898,1469.623649,1454.4444,20,6.6,-4.932154219,-6.938977097,2.006822878,53.60346197
12/4/2019,1480.2,0,1476.207482,1473.757749,1474.127228,1475.560925,1483.954737,1472.780051,1461.605366,19.4,2.7,-3.953838484,-6.341949374,2.388110891,51.24350277
12/5/2019,1483.1,1,1478.504988,1475.45634,1475.248824,1476.278932,1487.921222,1476.011293,1464.101365,10.4,16,-2.910954777,-5.655750455,2.744795678,52.78906897
12/6/2019,1465.1,1,1474.036658,1473.573369,1473.980221,1475.214272,1492.333324,1476.767721,1461.202117,-7.6,-2.2,-3.496604809,-5.223921326,1.727316516,43.55922343
12/9/2019,1464.9,0,1470.991106,1471.996393,1472.845194,1474.23196,1492.877789,1475.452015,1458.026241,-4.3,4.4,-3.931554495,-4.965447959,1.033893464,43.46828131
12/10/2019,1468.1,0,1470.027404,1471.287958,1472.252044,1473.647964,1489.050549,1473.473951,1457.897353,-16.3,3.7,-3.972252346,-4.766808837,0.794556491,45.43133832
12/11/2019,1475,1,1471.684936,1471.962875,1472.595539,1473.776729,1486.297906,1472.368025,1458.438143,-5.2,14.2,-3.408442943,-4.495135658,1.086692715,49.50315976
12/12/2019,1472.3,0,1471.889957,1472.02417,1472.558596,1473.636088,1479.84976,1471.865375,1463.880991,-10.8,-0.4,-3.14325389,-4.224759304,1.081505414,47.99401176
12/13/2019,1481.2,1,1474.993305,1473.692503,1473.638772,1474.356461,1484.035993,1472.761242,1461.486492,16.1,8.5,-2.189692622,-3.817745968,1.628053346,53.07252959
12/16/2019,1480.5,0,1476.82887,1474.93023,1474.496425,1474.94156,1484.375119,1474.467223,1464.559327,15.6,11.3,-1.473487154,-3.348894205,1.875407051,52.63714936
12/17/2019,1480.6,1,1478.085913,1475.961097,1475.259372,1475.480459,1483.574127,1476.37924,1469.184353,12.5,-3.8,-0.88758843,-2.85663305,1.96904462,52.69684954
12/18/2019,1478.7,0,1478.290609,1476.459079,1475.689451,1475.787082,1484.452477,1477.876642,1471.300808,3.7,-1.5,-0.570002951,-2.39930703,1.829304079,51.37189295
12/19/2019,1484.4,1,1480.327073,1477.902883,1476.778269,1476.60736,1483.230673,1479.5139,1475.797128,12.1,1.3,0.140014195,-1.891442785,2.03145698,55.02524668
12/20/2019,1480.9,0,1480.518048,1478.447813,1477.293486,1477.016183,1484.468618,1480.751845,1477.035072,-0.3,15.8,0.415497553,-1.430054718,1.84555227,52.42096907
12/23/2019,1488.7,0,1483.245366,1480.311847,1478.7193,1478.128927,1489.494052,1482.421175,1475.348297,8.2,23.8,1.248819299,-0.894279914,2.143099214,57.27415753
12/24/2019,1504.8,0,1490.430244,1484.764239,1481.979387,1480.669029,1504.776627,1486.200514,1467.6244,24.2,36.7,3.171805633,-0.081062805,3.252868438,65.17122309
12/26/2019,1514.4,0,1498.420162,1490.152559,1486.031964,1483.881503,1517.924326,1492.271068,1466.617811,35.7,39.4,5.40808489,1.016766734,4.391318156,68.86639434
12/27/2019,1518.1,0,1504.980108,1495.233912,1490.040469,1487.140407,1528.383678,1499.52557,1470.667462,33.7,45.8,7.393681631,2.292149714,5.101531918,70.17957752
12/30/2019,1521.6,0,1510.520072,1500.027746,1493.98541,1490.422273,1530.554891,1506.905655,1483.256418,40.7,40.4,9.144292393,3.662578249,5.481714143,71.40811846
12/31/2019,1526.5,0,1515.846715,1504.840883,1498.049734,1493.858247,1528.57747,1513.929931,1499.282392,37.8,46,10.80252826,5.090568252,5.71196001,73.08021064
1/2/2020,1531.4,0,1521.031143,1509.669814,1502.218517,1497.433652,1532.478548,1520.447255,1508.415963,26.6,50.8,12.36949336,6.546353274,5.823140089,74.67516682
1/3/2020,1555.5,0,1532.520762,1518.002575,1508.878702,1502.963781,1555.170578,1528.71748,1502.264382,41.1,76.8,15.37871681,8.312825981,7.065890828,80.72429743
